ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Percent_Days_Employed,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
154,M,WHITE,48 or older,0,High School Diploma,3+,Property,3+ years,10+,6+,2,5+,2,5+,1,0,0,4+,1,0,0,1,1,0,0.0,0,1,1,0,0
155,M,BLACK,38-42,1,High School Diploma,3+,Other,<1 year,7,6+,3+,2,2,5+,1,1,3+,4+,1,1,1,1,0,1,0.555555556,0,1,0,1,0
156,M,WHITE,33-37,0,High School Diploma,3+,Drug,<1 year,8,6+,3+,3,3,5+,0,1,2,4+,1,1,1,1,1,1,0.0,0,0,0,0,0
157,M,WHITE,48 or older,0,< HS Diploma,3+,Property,1-2 years,10+,6+,2,3,0,5+,0,0,3+,4+,1,1,0,1,0,0,0.995941558,0,0,0,0,0
158,M,BLACK,48 or older,0,High School Diploma,3+,Property,3+ years,10+,6+,3+,5+,2,5+,0,0,3+,4+,1,3+,0,1,0,0,1.0,0,1,0,1,0
159,M,BLACK,33-37,1,< HS Diploma,1,Violent/Non-Sex,3+ years,7,1,2,1,1,2,1,1,0,1,1,0,0,1,0,1,0.037111334,0,1,0,0,1
160,M,WHITE,38-42,1,High School Diploma,2,Property,<1 year,8,6+,0,5+,0,0,0,0,2,4+,0,3+,0,0,0,0,0.0,0,1,1,0,0
161,M,BLACK,43-47,0,High School Diploma,0,Drug,1-2 years,10+,5,3+,3,3,5+,0,0,3+,1,1,3+,0,1,0,1,0.0,0,1,1,0,0
162,M,BLACK,43-47,0,Some College,3+,Drug,<1 year,3,6+,2,0,4,1,0,1,1,2,1,0,2+,0,0,0,0.406779661,0,0,0,0,0
163,M,BLACK,48 or older,0,Some College,1,Property,3+ years,10+,0,0,5+,1,4,0,0,3+,0,0,3+,0,1,0,0,0.384384384,1,1,1,0,0
164,F,WHITE,33-37,0,Some College,2,Property,<1 year,10+,6+,0,5+,2,4,0,0,3+,4+,0,3+,0,1,0,0,0.544529262,0,1,0,0,1
165,M,BLACK,28-32,1,High School Diploma,0,Property,1-2 years,10+,3,0,5+,0,1,0,1,3+,0,0,3+,0,0,0,0,0.180428135,0,1,0,1,0
166,M,WHITE,43-47,0,High School Diploma,2,Unknown,1-2 years,10+,6+,0,2,5+,5+,0,1,3+,4+,0,2,2+,1,0,1,0.0,0,1,0,1,0
167,M,BLACK,33-37,1,High School Diploma,3+,Other,1-2 years,8,6+,2,0,3,5+,0,1,3+,4+,1,0,2+,1,1,0,0.309327037,0,1,0,0,1
168,M,BLACK,48 or older,0,High School Diploma,2,Other,<1 year,4,6+,0,0,0,3,0,0,1,4+,0,0,0,1,0,0,0.0,0,1,0,0,1
169,M,WHITE,28-32,0,High School Diploma,0,Property,<1 year,5,6+,1,2,0,5+,0,0,2,4+,1,1,0,1,0,0,0.472885033,0,1,1,0,0
170,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,3,3+,5+,1,3,0,1,3+,3,1,3+,0,1,0,0,0.839416058,0,1,0,1,0
171,M,WHITE,38-42,0,High School Diploma,3+,Drug,<1 year,9,6+,1,4,5+,3,1,1,3+,3,1,3+,1,1,1,1,1.0,0,1,0,1,0
172,M,BLACK,38-42,0,Some College,1,Other,<1 year,7,5,1,2,3,5+,0,0,2,2,1,2,2+,0,0,0,0.0,0,1,0,1,0
173,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,3+ years,9,6+,2,5+,0,5+,1,0,3+,4+,1,3+,0,0,1,0,0.950678175,1,1,0,0,1
174,M,WHITE,38-42,0,High School Diploma,0,Violent/Non-Sex,1-2 years,4,6+,3+,0,1,4,1,0,3+,4+,1,0,1,1,1,0,0.0,0,1,0,1,0
175,M,BLACK,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,8,6+,2,5+,1,5+,0,0,3+,4+,1,3+,1,1,0,0,0.145768025,1,0,0,0,0
176,F,WHITE,33-37,0,Some College,3+,Property,1-2 years,10+,2,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,0,0,0,0
177,M,BLACK,38-42,1,< HS Diploma,3+,Property,3+ years,10+,6+,3+,5+,2,5+,0,1,3+,4+,1,3+,1,1,0,1,1.0,0,1,1,0,0
178,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0.0,0,1,0,1,0
179,M,WHITE,38-42,0,< HS Diploma,2,Property,3+ years,8,6+,2,5+,3,3,1,1,3+,3,1,3+,2+,1,0,1,0.792656587,0,0,0,0,0
180,M,BLACK,43-47,0,< HS Diploma,0,Property,<1 year,10+,6+,0,5+,0,5+,0,0,3+,3,0,3+,0,1,0,0,0.755162242,0,1,0,0,1
181,M,WHITE,28-32,1,High School Diploma,1,Violent/Non-Sex,1-2 years,6,5,1,2,3,5+,0,0,1,1,1,1,2+,1,0,1,1.0,0,1,1,0,0
182,M,WHITE,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,2,5+,1,5+,0,0,3+,4+,0,3+,0,1,0,0,1.0,0,1,1,0,0
183,M,WHITE,28-32,0,Some College,1,Violent/Non-Sex,1-2 years,8,6+,1,0,5+,4,1,0,3+,2,1,0,2+,1,0,0,0.0,0,0,0,0,0
184,M,WHITE,28-32,0,High School Diploma,2,Violent/Non-Sex,3+ years,6,6+,3+,3,3,5+,1,1,3+,4+,1,2,2+,1,1,1,1.0,0,1,1,0,0
185,M,BLACK,33-37,0,High School Diploma,0,Violent/Non-Sex,<1 year,10+,6+,3+,0,3,5+,0,0,3+,4+,1,0,2+,1,0,0,0.0,0,1,1,0,0
186,M,BLACK,33-37,0,< HS Diploma,0,Unknown,3+ years,10+,6+,0,0,5+,5+,0,1,2,4+,0,0,2+,1,0,1,0.425191816,0,1,0,0,1
187,M,WHITE,33-37,0,Some College,2,Violent/Non-Sex,<1 year,4,5,1,2,0,4,0,0,1,2,1,2,0,1,0,0,1.0,0,1,1,0,0
188,F,WHITE,28-32,0,High School Diploma,1,Drug,<1 year,10+,3,0,3,3,5+,0,1,3+,3,1,3+,1,1,0,1,1.0,0,1,0,0,1
189,M,BLACK,33-37,1,High School Diploma,3+,Other,<1 year,10+,6+,1,5+,5+,5+,1,1,2,4+,1,0,2+,1,0,1,1.0,0,0,0,0,0
190,M,BLACK,38-42,0,High School Diploma,2,Drug,1-2 years,9,6+,0,1,5+,4,0,1,3+,4+,0,0,2+,1,0,1,1.0,0,1,0,0,1
191,M,WHITE,28-32,0,High School Diploma,3+,Property,1-2 years,10+,6+,1,5+,1,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,1,1,0,0
192,M,BLACK,38-42,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,5+,0,0,3+,4+,1,3+,1,1,0,0,0.0,0,1,0,1,0
193,M,BLACK,33-37,0,< HS Diploma,3+,Drug,3+ years,8,3,1,1,5+,4,1,0,0,1,0,0,2+,0,0,0,0.0,1,1,1,0,0
194,M,WHITE,48 or older,0,< HS Diploma,1,Property,3+ years,10+,6+,1,5+,1,5+,1,0,3+,4+,0,3+,1,1,0,0,1.0,1,0,0,0,0
195,M,WHITE,33-37,0,High School Diploma,3+,Violent/Sex,3+ years,3,6+,1,0,0,5+,0,0,0,1,0,0,0,0,0,0,0.762962963,0,1,1,0,0
196,F,WHITE,43-47,0,High School Diploma,2,Property,<1 year,0,6+,0,4,0,2,0,0,0,4+,0,3+,0,0,0,0,0.459459459,1,0,0,0,0
197,M,WHITE,33-37,0,High School Diploma,2,Drug,1-2 years,7,2,0,3,3,2,1,0,2,1,1,1,1,0,1,0,0.352517986,0,1,1,0,0
198,F,WHITE,38-42,0,High School Diploma,0,Drug,3+ years,6,6+,0,3,4,5+,0,0,0,4+,0,2,2+,1,0,0,0.224952741,0,0,0,0,0
199,F,WHITE,43-47,0,Some College,0,Unknown,3+ years,9,0,0,5+,0,0,0,0,3+,0,0,3+,0,0,0,0,0.768055556,0,0,0,0,0
200,M,WHITE,23-27,1,< HS Diploma,2,Drug,<1 year,5,2,2,0,3,3,1,0,1,1,1,0,2+,0,0,0,1.0,0,1,1,0,0
201,F,WHITE,43-47,0,< HS Diploma,3+,Property,<1 year,8,6+,0,3,5+,5+,0,0,1,2,0,0,2+,1,0,0,0.0,0,0,0,0,0
202,M,BLACK,33-37,0,High School Diploma,3+,Other,3+ years,10+,4,2,3,5+,5+,0,1,3+,4+,1,3+,2+,1,0,1,0.15546875,0,0,0,0,0
203,M,WHITE,38-42,0,High School Diploma,3+,Property,1-2 years,8,5,0,5+,0,4,0,0,3+,2,0,3+,0,0,0,0,0.993939394,0,0,0,0,0
204,F,WHITE,48 or older,0,Some College,1,Unknown,<1 year,5,4,1,1,3,2,0,0,1,3,1,0,1,1,0,0,0.0,1,0,0,0,0
205,M,WHITE,48 or older,0,High School Diploma,1,Drug,1-2 years,6,6+,1,1,4,5+,0,1,3+,3,0,0,2+,1,0,1,1.0,0,0,0,0,0
206,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,7,6+,3+,2,0,4,1,0,0,4+,1,0,0,0,1,0,0.569892473,0,1,1,0,0
207,M,WHITE,48 or older,0,High School Diploma,1,Unknown,1-2 years,7,0,1,0,3,1,0,1,2,0,0,0,2+,0,0,0,1.0,0,0,0,0,0
208,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,6+,3+,5+,2,5+,1,0,3+,4+,1,3+,1,1,0,0,0.0,0,1,1,0,0
209,M,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,9,6+,3+,1,5+,5+,0,0,3+,4+,1,1,2+,1,0,0,0.0,0,0,0,0,0
210,M,BLACK,33-37,0,< HS Diploma,1,Unknown,3+ years,4,6+,2,0,5+,1,0,0,3+,1,0,0,2+,0,0,0,0.0,0,0,0,0,0
211,M,BLACK,33-37,0,< HS Diploma,3+,Unknown,1-2 years,5,0,0,1,3,1,0,0,1,1,0,0,2+,1,0,0,1.0,0,0,0,0,0
212,M,BLACK,38-42,0,High School Diploma,3+,Drug,<1 year,3,1,0,0,3,1,0,0,1,1,0,0,2+,1,0,0,0.998732573,0,0,0,0,0
213,M,BLACK,43-47,0,< HS Diploma,1,Property,<1 year,10+,3,0,5+,0,5+,0,0,3+,2,0,3+,0,1,0,0,0.0,0,0,0,0,0
214,M,WHITE,48 or older,0,High School Diploma,0,Drug,<1 year,10+,6+,0,5+,4,5+,0,0,3+,3,0,3+,2+,1,0,0,0.0,0,0,0,0,0
215,M,BLACK,43-47,0,Some College,2,Violent/Non-Sex,3+ years,6,3,3+,3,0,1,1,0,2,1,1,0,0,0,0,0,1.0,0,0,0,0,0
216,M,WHITE,43-47,0,Some College,1,Property,3+ years,10+,3,1,4,2,5+,0,0,3+,3,1,2,1,1,0,0,0.996763754,0,0,0,0,0
217,M,BLACK,38-42,0,Some College,1,Property,1-2 years,10+,6+,2,5+,0,3,0,0,2,2,0,3+,0,1,0,0,0.0,0,0,0,0,0
218,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,10+,2,3+,5+,3,5+,0,0,2,2,1,3+,0,1,0,0,0.997920998,1,1,0,1,0
219,F,WHITE,48 or older,0,High School Diploma,0,Property,<1 year,10+,5,1,5+,1,5+,0,0,3+,2,0,3+,0,1,0,0,0.0,0,1,1,0,0
220,M,BLACK,33-37,1,High School Diploma,3+,Violent/Non-Sex,3+ years,8,5,3+,2,5+,3,1,0,3+,0,1,1,1,0,0,0,0.564142195,1,1,0,1,0
221,M,BLACK,43-47,0,Some College,0,Property,<1 year,5,5,0,4,2,2,0,0,3+,3,1,3+,1,1,0,0,0.0,0,1,1,0,0
222,M,BLACK,48 or older,0,< HS Diploma,2,Other,3+ years,10+,6+,1,5+,5+,5+,0,1,3+,4+,0,3+,2+,1,0,0,0.0,0,0,0,0,0
223,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,5,4,0,4,1,3,0,0,3+,3,0,3+,1,1,0,0,0.86306099,1,0,0,0,0
224,F,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,10+,6+,3+,1,4,5+,1,0,3+,4+,1,0,2+,0,0,0,0.705069124,1,1,0,1,0
225,M,WHITE,28-32,0,High School Diploma,1,Property,<1 year,10+,6+,0,5+,1,5+,0,0,3+,3,0,3+,0,0,0,0,0.0,1,1,0,0,1
226,M,WHITE,33-37,0,< HS Diploma,1,Other,1-2 years,9,6+,3+,1,2,5+,1,1,2,4+,1,1,2+,1,0,1,0.0,0,1,0,1,0
227,M,WHITE,48 or older,0,Some College,0,Property,3+ years,10+,4,2,5+,3,5+,0,0,3+,1,1,3+,2+,1,0,0,1.0,0,0,0,0,0
228,M,WHITE,28-32,0,High School Diploma,0,Property,3+ years,9,6+,1,4,2,5+,1,0,3+,4+,0,3+,0,1,0,0,0.0,0,1,1,0,0
229,M,WHITE,38-42,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0.453164557,0,0,0,0,0
230,M,WHITE,33-37,0,< HS Diploma,3+,Property,1-2 years,3,4,0,3,1,1,0,0,3+,3,1,3+,0,1,1,0,1.0,0,1,0,1,0
231,F,WHITE,38-42,0,Some College,3+,Property,<1 year,10+,6+,0,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,0.0,0,1,1,0,0
232,M,BLACK,48 or older,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,5,1,5+,4,2,0,0,2,3,0,3+,2+,1,0,0,0.0,0,0,0,0,0
233,M,BLACK,33-37,0,< HS Diploma,0,Violent/Non-Sex,3+ years,5,1,2,0,3,2,0,1,1,1,1,0,1,1,0,1,0.654719235,1,0,0,0,0
234,M,WHITE,38-42,0,Some College,3+,Drug,1-2 years,5,6+,0,2,5+,4,0,0,2,2,0,2,2+,1,0,0,0.435483871,1,1,1,0,0
235,M,BLACK,38-42,0,High School Diploma,0,Property,1-2 years,10+,6+,3+,5+,0,5+,0,1,3+,4+,1,3+,0,1,1,0,0.652694611,0,1,1,0,0
236,M,WHITE,43-47,0,High School Diploma,0,Property,3+ years,10+,5,1,5+,1,5+,0,0,3+,2,0,3+,2+,1,0,0,1.0,0,0,0,0,0
237,M,WHITE,38-42,0,< HS Diploma,0,Property,1-2 years,10+,6+,1,5+,5+,5+,0,1,3+,4+,0,3+,1,1,0,1,0.368794326,0,1,1,0,0
238,M,WHITE,43-47,0,High School Diploma,3+,Property,3+ years,10+,6+,3+,5+,0,5+,1,0,3+,4+,1,3+,0,1,0,0,0.0,0,0,0,0,0
239,M,WHITE,38-42,0,High School Diploma,1,Property,3+ years,10+,6+,3+,3,1,5+,1,0,3+,4+,0,2,1,0,1,0,0.0,0,1,0,1,0
240,M,BLACK,28-32,1,High School Diploma,3+,Unknown,3+ years,8,6+,3+,2,5+,5+,1,1,2,3,1,1,2+,0,0,0,0.431761787,0,1,0,1,0
241,M,BLACK,33-37,0,< HS Diploma,1,Violent/Non-Sex,3+ years,10+,6+,2,5+,5+,3,0,0,3+,4+,1,2,2+,1,0,0,0.894988067,0,1,0,0,1
242,M,WHITE,28-32,0,High School Diploma,0,Other,1-2 years,6,2,0,1,4,1,0,1,1,1,0,0,2+,0,0,1,0.068965517,1,1,1,0,0
243,M,BLACK,43-47,0,High School Diploma,3+,Violent/Non-Sex,3+ years,7,6+,3+,0,2,5+,0,1,2,4+,1,0,1,1,0,0,0.295103093,0,1,1,0,0
244,M,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,2,5+,0,1,3+,4+,0,3+,1,1,0,0,0.998148148,1,1,0,0,1
245,M,BLACK,33-37,1,< HS Diploma,0,Violent/Non-Sex,1-2 years,10+,6+,3+,3,3,5+,1,1,3+,4+,1,1,0,1,1,1,0.0,1,1,0,1,0
246,M,WHITE,28-32,0,Some College,3+,Property,3+ years,10+,2,0,5+,0,2,0,0,3+,1,0,3+,0,0,0,0,1.0,0,1,0,1,0
247,M,WHITE,43-47,0,High School Diploma,1,Drug,<1 year,10+,6+,2,5+,3,4,1,0,3+,3,1,3+,2+,1,1,0,1.0,0,1,0,1,0
248,M,WHITE,48 or older,0,< HS Diploma,2,Unknown,3+ years,5,5,0,5+,0,4,0,0,3+,1,0,3+,0,1,0,0,0.971030043,0,0,0,0,0
249,M,BLACK,43-47,0,Some College,1,Property,3+ years,10+,6+,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,0,0,0,0
250,F,WHITE,43-47,0,Some College,3+,Other,<1 year,6,6+,1,1,3,5+,0,0,0,4+,0,1,1,0,0,0,0.581196581,0,1,1,0,0
251,M,BLACK,38-42,1,High School Diploma,1,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,5+,1,1,3+,4+,1,2,0,1,1,0,0.912350598,0,1,1,0,0
252,M,BLACK,28-32,1,High School Diploma,2,Violent/Non-Sex,3+ years,3,3,1,2,0,2,0,0,1,2,1,2,0,1,0,1,0.771889401,0,1,0,0,1
253,M,WHITE,38-42,0,< HS Diploma,2,Unknown,1-2 years,6,6+,2,5+,0,4,1,0,3+,4+,1,3+,0,1,1,0,0.0,1,1,0,1,0
254,M,WHITE,48 or older,0,< HS Diploma,0,Drug,1-2 years,10+,6+,2,5+,1,5+,0,0,3+,4+,1,3+,1,1,0,0,0.172774869,0,1,1,0,0
255,M,WHITE,33-37,0,High School Diploma,1,Violent/Sex,1-2 years,6,6+,0,5+,0,5+,0,0,1,4+,0,3+,1,1,0,0,0.900621118,0,0,0,0,0
256,M,BLACK,33-37,0,High School Diploma,3+,Unknown,3+ years,9,5,2,1,5+,1,0,1,3+,4+,0,1,2+,0,0,0,0.315391085,0,0,0,0,0
257,M,WHITE,43-47,0,Some College,1,Other,1-2 years,10+,6+,0,4,5+,3,0,1,3+,4+,1,2,1,0,0,0,0.958614052,0,1,0,0,1
258,M,BLACK,33-37,0,High School Diploma,3+,Other,1-2 years,10+,2,0,5+,2,5+,0,1,2,4+,0,2,2+,1,0,1,0.0,1,0,0,0,0
259,M,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,<1 year,6,6+,2,2,4,1,1,0,2,4+,0,1,2+,0,0,0,1.0,0,1,0,0,1
260,F,BLACK,28-32,0,High School Diploma,0,Drug,1-2 years,7,2,0,2,2,3,0,1,1,2,0,2,2+,0,0,1,0.254950495,0,1,1,0,0
261,F,BLACK,43-47,0,High School Diploma,0,Property,3+ years,10+,5,0,5+,0,5+,0,0,3+,2,0,3+,0,1,0,0,1.0,0,1,0,0,1
262,F,WHITE,28-32,0,High School Diploma,0,Unknown,1-2 years,7,5,2,0,3,4,0,0,2,1,0,0,2+,1,0,0,1.0,0,1,0,1,0
263,M,WHITE,33-37,0,High School Diploma,3+,Property,1-2 years,10+,6+,3+,5+,0,5+,0,0,3+,2,1,3+,0,1,0,0,0.479569892,1,1,0,1,0
264,M,BLACK,48 or older,0,Some College,0,Property,3+ years,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,0,1,0,0,0.0,0,1,1,0,0
265,M,BLACK,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,4,0,0,3+,4+,1,3+,0,1,0,0,0.978013647,0,0,0,0,0
266,M,WHITE,43-47,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,5,6+,1,2,2,2,0,0,3+,3,1,1,0,0,0,0,0.0,0,1,0,0,1
267,M,BLACK,48 or older,1,High School Diploma,2,Property,<1 year,10+,5,0,5+,2,5+,0,0,3+,4+,0,3+,1,1,0,0,0.0,0,1,0,1,0
268,M,BLACK,33-37,0,< HS Diploma,0,Violent/Non-Sex,3+ years,3,0,1,0,0,1,0,0,2,1,1,0,0,1,0,0,0.0,0,1,1,0,0
269,M,WHITE,48 or older,0,High School Diploma,1,Property,1-2 years,8,6+,0,5+,1,3,0,0,2,4+,0,3+,0,1,0,0,0.211810013,0,1,0,1,0
270,M,WHITE,28-32,0,< HS Diploma,0,Property,<1 year,7,2,0,3,1,4,0,0,3+,4+,0,3+,1,1,0,0,0.0,0,1,0,0,1
271,M,WHITE,38-42,0,< HS Diploma,0,Drug,<1 year,10+,6+,0,4,4,5+,0,1,3+,3,0,3+,2+,1,0,1,0.0,1,1,0,1,0
272,M,WHITE,33-37,0,< HS Diploma,3+,Property,1-2 years,10+,6+,0,5+,2,5+,0,0,3+,2,0,3+,0,1,0,0,0.0,0,1,1,0,0
273,M,BLACK,28-32,1,High School Diploma,2,Drug,3+ years,7,6+,0,1,5+,5+,0,1,3+,3,0,1,2+,1,0,0,0.014775726,0,1,0,0,1
274,M,BLACK,28-32,0,High School Diploma,2,Unknown,1-2 years,6,6+,1,2,5+,3,0,0,1,2,0,1,2+,1,0,0,0.347328244,0,1,0,1,0
275,M,WHITE,43-47,0,< HS Diploma,0,Drug,<1 year,4,6+,0,1,3,3,0,0,1,4+,0,0,1,1,0,0,0.166666667,0,0,0,0,0
276,M,WHITE,28-32,0,High School Diploma,1,Violent/Sex,3+ years,4,3,1,0,0,2,0,0,2,3,1,1,0,0,0,0,0.66918429,0,1,0,1,0
277,M,BLACK,28-32,0,< HS Diploma,1,Property,3+ years,8,2,1,2,1,5+,1,0,2,2,1,3+,0,0,1,0,0.996960486,0,1,0,0,1
278,M,WHITE,38-42,1,High School Diploma,0,Property,3+ years,10+,1,0,5+,2,2,0,1,2,0,0,3+,0,0,0,0,0.0,0,1,1,0,0
279,M,BLACK,28-32,1,High School Diploma,3+,Property,1-2 years,10+,6+,2,5+,1,5+,0,0,1,1,0,1,1,0,0,0,0.0,0,1,1,0,0
280,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,2,4,0,0,3+,3,0,3+,0,1,0,0,0.915023793,1,0,0,0,0
281,M,BLACK,43-47,0,Some College,3+,Drug,1-2 years,10+,6+,1,4,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0.0,0,0,0,0,0
282,M,BLACK,48 or older,0,High School Diploma,2,Drug,<1 year,9,4,2,2,3,3,0,0,3+,1,1,2,2+,1,0,0,1.0,0,1,1,0,0
283,M,WHITE,48 or older,0,High School Diploma,2,Property,3+ years,10+,6+,1,5+,2,5+,0,0,3+,4+,1,3+,1,1,0,0,0.0,0,1,1,0,0
284,F,WHITE,28-32,0,< HS Diploma,0,Other,1-2 years,5,3,1,0,2,5+,0,0,3+,2,0,0,2+,1,0,0,0.927579964,1,1,0,0,1
285,M,WHITE,33-37,1,< HS Diploma,1,Property,1-2 years,10+,5,0,3,2,5+,1,1,3+,2,0,2,1,1,1,0,0.451530612,1,1,1,0,0
286,M,BLACK,33-37,0,< HS Diploma,1,Other,<1 year,10+,6+,1,3,5+,5+,1,1,3+,2,0,2,2+,0,0,0,0.603524229,0,1,1,0,0
287,M,BLACK,48 or older,0,Some College,3+,Property,3+ years,3,6+,2,0,0,4,1,0,3+,4+,1,0,0,1,1,0,0.0,0,0,0,0,0
288,M,BLACK,33-37,0,High School Diploma,1,Unknown,1-2 years,10+,6+,1,1,5+,5+,0,0,1,2,0,0,2+,0,0,0,0.0,0,0,0,0,0
289,M,WHITE,28-32,1,High School Diploma,1,Other,1-2 years,6,3,1,1,0,4,0,1,1,1,1,1,0,0,0,1,0.0,0,1,1,0,0
290,M,BLACK,48 or older,0,High School Diploma,0,Property,<1 year,10+,6+,3+,5+,5+,5+,0,0,3+,4+,1,3+,1,0,0,0,0.0,0,1,0,1,0
291,M,BLACK,28-32,0,< HS Diploma,2,Drug,<1 year,6,4,0,1,3,4,0,0,2,2,0,1,2+,1,0,0,0.92953668,0,1,0,0,1
292,M,WHITE,38-42,0,< HS Diploma,1,Property,1-2 years,10+,6+,1,5+,1,5+,0,0,3+,4+,1,3+,0,1,0,0,1.0,0,1,0,1,0
293,M,WHITE,33-37,1,< HS Diploma,3+,Property,3+ years,5,5,1,5+,0,1,0,0,2,1,0,3+,0,0,1,0,0.035983264,0,1,1,0,0
294,M,BLACK,33-37,1,< HS Diploma,1,Other,<1 year,10+,6+,3+,2,3,5+,1,1,3+,4+,1,0,0,1,0,1,0.0,1,1,0,0,1
295,M,BLACK,28-32,0,Some College,2,Other,<1 year,7,3,0,1,5+,2,0,1,0,0,0,0,2+,0,0,1,0.735955056,0,0,0,0,0
296,M,WHITE,33-37,1,High School Diploma,0,Drug,<1 year,10+,5,1,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,0.545454545,0,1,1,0,0
297,M,WHITE,48 or older,0,High School Diploma,2,Other,1-2 years,10+,5,0,5+,0,5+,0,1,3+,2,0,3+,0,1,0,1,0.056390977,0,1,1,0,0
298,M,WHITE,43-47,1,High School Diploma,2,Drug,<1 year,10+,6+,3+,3,3,4,0,1,2,4+,1,1,2+,1,0,1,1.0,0,1,0,1,0
299,M,BLACK,28-32,1,High School Diploma,3+,Drug,<1 year,9,6+,3+,1,4,5+,1,0,2,4+,1,1,2+,0,1,0,0.0,0,1,0,1,0
300,M,BLACK,28-32,0,< HS Diploma,1,Property,1-2 years,10+,5,0,2,2,5+,0,0,3+,2,0,1,2+,1,0,0,0.0,0,1,1,0,0
301,M,BLACK,28-32,0,< HS Diploma,3+,Other,1-2 years,7,6+,3+,2,0,5+,1,0,2,4+,0,0,1,1,1,0,1.0,0,1,0,1,0
302,M,BLACK,43-47,0,Some College,3+,Property,<1 year,10+,6+,0,5+,4,5+,0,0,3+,4+,0,3+,1,1,0,0,0.0,1,1,1,0,0
303,M,BLACK,43-47,0,High School Diploma,0,Unknown,1-2 years,10+,6+,2,2,5+,3,0,0,3+,1,1,1,2+,1,0,0,1.0,0,0,0,0,0
304,M,WHITE,43-47,0,High School Diploma,0,Violent/Non-Sex,1-2 years,10+,1,1,5+,0,5+,0,0,3+,1,1,3+,0,1,0,0,0.0,0,1,1,0,0
305,M,BLACK,48 or older,0,Some College,0,Property,1-2 years,10+,6+,0,5+,0,5+,0,1,3+,4+,0,3+,0,1,0,0,0.76626826,0,1,1,0,0
306,M,BLACK,33-37,0,High School Diploma,1,Property,1-2 years,10+,6+,3+,5+,1,5+,0,1,3+,4+,1,3+,0,1,0,0,0.898272553,0,1,0,1,0
307,M,BLACK,28-32,0,High School Diploma,3+,Unknown,1-2 years,6,0,2,0,3,1,0,0,3+,1,1,0,2+,0,0,0,0.872596154,0,1,0,1,0
308,M,WHITE,38-42,0,High School Diploma,2,Property,<1 year,10+,6+,1,5+,2,5+,0,0,3+,4+,1,3+,2+,1,0,0,0.868085106,0,1,0,1,0
309,M,WHITE,33-37,0,Some College,0,Property,<1 year,3,6+,2,2,0,3,0,0,2,4+,1,1,0,1,1,0,0.0,0,1,1,0,0
310,M,WHITE,48 or older,0,High School Diploma,1,Property,3+ years,10+,6+,0,5+,1,5+,0,0,3+,3,0,3+,1,1,0,0,1.0,0,0,0,0,0
