ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Recidivism_Within_3years
182,M,WHITE,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,2,5+,1,5+,0,0,3+,4+,0,3+,0,1,0,0,1
183,M,WHITE,28-32,0,Some College,1,Violent/Non-Sex,1-2 years,8,6+,1,0,5+,4,1,0,3+,2,1,0,2+,1,0,0,0
184,M,WHITE,28-32,0,High School Diploma,2,Violent/Non-Sex,3+ years,6,6+,3+,3,3,5+,1,1,3+,4+,1,2,2+,1,1,1,1
185,M,BLACK,33-37,0,High School Diploma,0,Violent/Non-Sex,<1 year,10+,6+,3+,0,3,5+,0,0,3+,4+,1,0,2+,1,0,0,1
186,M,BLACK,33-37,0,< HS Diploma,0,Unknown,3+ years,10+,6+,0,0,5+,5+,0,1,2,4+,0,0,2+,1,0,1,1
187,M,WHITE,33-37,0,Some College,2,Violent/Non-Sex,<1 year,4,5,1,2,0,4,0,0,1,2,1,2,0,1,0,0,1
188,F,WHITE,28-32,0,High School Diploma,1,Drug,<1 year,10+,3,0,3,3,5+,0,1,3+,3,1,3+,1,1,0,1,1
189,M,BLACK,33-37,1,High School Diploma,3+,Other,<1 year,10+,6+,1,5+,5+,5+,1,1,2,4+,1,0,2+,1,0,1,0
190,M,BLACK,38-42,0,High School Diploma,2,Drug,1-2 years,9,6+,0,1,5+,4,0,1,3+,4+,0,0,2+,1,0,1,1
191,M,WHITE,28-32,0,High School Diploma,3+,Property,1-2 years,10+,6+,1,5+,1,5+,0,0,3+,4+,0,3+,0,1,0,0,1
192,M,BLACK,38-42,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,5+,0,0,3+,4+,1,3+,1,1,0,0,1
193,M,BLACK,33-37,0,< HS Diploma,3+,Drug,3+ years,8,3,1,1,5+,4,1,0,0,1,0,0,2+,0,0,0,1
194,M,WHITE,48 or older,0,< HS Diploma,1,Property,3+ years,10+,6+,1,5+,1,5+,1,0,3+,4+,0,3+,1,1,0,0,0
195,M,WHITE,33-37,0,High School Diploma,3+,Violent/Sex,3+ years,3,6+,1,0,0,5+,0,0,0,1,0,0,0,0,0,0,1
196,F,WHITE,43-47,0,High School Diploma,2,Property,<1 year,0,6+,0,4,0,2,0,0,0,4+,0,3+,0,0,0,0,0
197,M,WHITE,33-37,0,High School Diploma,2,Drug,1-2 years,7,2,0,3,3,2,1,0,2,1,1,1,1,0,1,0,1
198,F,WHITE,38-42,0,High School Diploma,0,Drug,3+ years,6,6+,0,3,4,5+,0,0,0,4+,0,2,2+,1,0,0,0
199,F,WHITE,43-47,0,Some College,0,Unknown,3+ years,9,0,0,5+,0,0,0,0,3+,0,0,3+,0,0,0,0,0
200,M,WHITE,23-27,1,< HS Diploma,2,Drug,<1 year,5,2,2,0,3,3,1,0,1,1,1,0,2+,0,0,0,1
201,F,WHITE,43-47,0,< HS Diploma,3+,Property,<1 year,8,6+,0,3,5+,5+,0,0,1,2,0,0,2+,1,0,0,0
202,M,BLACK,33-37,0,High School Diploma,3+,Other,3+ years,10+,4,2,3,5+,5+,0,1,3+,4+,1,3+,2+,1,0,1,0
203,M,WHITE,38-42,0,High School Diploma,3+,Property,1-2 years,8,5,0,5+,0,4,0,0,3+,2,0,3+,0,0,0,0,0
204,F,WHITE,48 or older,0,Some College,1,Unknown,<1 year,5,4,1,1,3,2,0,0,1,3,1,0,1,1,0,0,0
205,M,WHITE,48 or older,0,High School Diploma,1,Drug,1-2 years,6,6+,1,1,4,5+,0,1,3+,3,0,0,2+,1,0,1,0
206,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,7,6+,3+,2,0,4,1,0,0,4+,1,0,0,0,1,0,1
207,M,WHITE,48 or older,0,High School Diploma,1,Unknown,1-2 years,7,0,1,0,3,1,0,1,2,0,0,0,2+,0,0,0,0
208,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,6+,3+,5+,2,5+,1,0,3+,4+,1,3+,1,1,0,0,1
209,M,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,9,6+,3+,1,5+,5+,0,0,3+,4+,1,1,2+,1,0,0,0
210,M,BLACK,33-37,0,< HS Diploma,1,Unknown,3+ years,4,6+,2,0,5+,1,0,0,3+,1,0,0,2+,0,0,0,0
211,M,BLACK,33-37,0,< HS Diploma,3+,Unknown,1-2 years,5,0,0,1,3,1,0,0,1,1,0,0,2+,1,0,0,0
212,M,BLACK,38-42,0,High School Diploma,3+,Drug,<1 year,3,1,0,0,3,1,0,0,1,1,0,0,2+,1,0,0,0
213,M,BLACK,43-47,0,< HS Diploma,1,Property,<1 year,10+,3,0,5+,0,5+,0,0,3+,2,0,3+,0,1,0,0,0
214,M,WHITE,48 or older,0,High School Diploma,0,Drug,<1 year,10+,6+,0,5+,4,5+,0,0,3+,3,0,3+,2+,1,0,0,0
215,M,BLACK,43-47,0,Some College,2,Violent/Non-Sex,3+ years,6,3,3+,3,0,1,1,0,2,1,1,0,0,0,0,0,0
216,M,WHITE,43-47,0,Some College,1,Property,3+ years,10+,3,1,4,2,5+,0,0,3+,3,1,2,1,1,0,0,0
217,M,BLACK,38-42,0,Some College,1,Property,1-2 years,10+,6+,2,5+,0,3,0,0,2,2,0,3+,0,1,0,0,0
218,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,10+,2,3+,5+,3,5+,0,0,2,2,1,3+,0,1,0,0,1
219,F,WHITE,48 or older,0,High School Diploma,0,Property,<1 year,10+,5,1,5+,1,5+,0,0,3+,2,0,3+,0,1,0,0,1
220,M,BLACK,33-37,1,High School Diploma,3+,Violent/Non-Sex,3+ years,8,5,3+,2,5+,3,1,0,3+,0,1,1,1,0,0,0,1
221,M,BLACK,43-47,0,Some College,0,Property,<1 year,5,5,0,4,2,2,0,0,3+,3,1,3+,1,1,0,0,1
222,M,BLACK,48 or older,0,< HS Diploma,2,Other,3+ years,10+,6+,1,5+,5+,5+,0,1,3+,4+,0,3+,2+,1,0,0,0
223,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,5,4,0,4,1,3,0,0,3+,3,0,3+,1,1,0,0,0
224,F,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,10+,6+,3+,1,4,5+,1,0,3+,4+,1,0,2+,0,0,0,1
225,M,WHITE,28-32,0,High School Diploma,1,Property,<1 year,10+,6+,0,5+,1,5+,0,0,3+,3,0,3+,0,0,0,0,1
226,M,WHITE,33-37,0,< HS Diploma,1,Other,1-2 years,9,6+,3+,1,2,5+,1,1,2,4+,1,1,2+,1,0,1,1
227,M,WHITE,48 or older,0,Some College,0,Property,3+ years,10+,4,2,5+,3,5+,0,0,3+,1,1,3+,2+,1,0,0,0
228,M,WHITE,28-32,0,High School Diploma,0,Property,3+ years,9,6+,1,4,2,5+,1,0,3+,4+,0,3+,0,1,0,0,1
229,M,WHITE,38-42,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0
230,M,WHITE,33-37,0,< HS Diploma,3+,Property,1-2 years,3,4,0,3,1,1,0,0,3+,3,1,3+,0,1,1,0,1
231,F,WHITE,38-42,0,Some College,3+,Property,<1 year,10+,6+,0,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,1
232,M,BLACK,48 or older,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,5,1,5+,4,2,0,0,2,3,0,3+,2+,1,0,0,0
233,M,BLACK,33-37,0,< HS Diploma,0,Violent/Non-Sex,3+ years,5,1,2,0,3,2,0,1,1,1,1,0,1,1,0,1,0
234,M,WHITE,38-42,0,Some College,3+,Drug,1-2 years,5,6+,0,2,5+,4,0,0,2,2,0,2,2+,1,0,0,1
235,M,BLACK,38-42,0,High School Diploma,0,Property,1-2 years,10+,6+,3+,5+,0,5+,0,1,3+,4+,1,3+,0,1,1,0,1
236,M,WHITE,43-47,0,High School Diploma,0,Property,3+ years,10+,5,1,5+,1,5+,0,0,3+,2,0,3+,2+,1,0,0,0
237,M,WHITE,38-42,0,< HS Diploma,0,Property,1-2 years,10+,6+,1,5+,5+,5+,0,1,3+,4+,0,3+,1,1,0,1,1
238,M,WHITE,43-47,0,High School Diploma,3+,Property,3+ years,10+,6+,3+,5+,0,5+,1,0,3+,4+,1,3+,0,1,0,0,0
239,M,WHITE,38-42,0,High School Diploma,1,Property,3+ years,10+,6+,3+,3,1,5+,1,0,3+,4+,0,2,1,0,1,0,1
240,M,BLACK,28-32,1,High School Diploma,3+,Unknown,3+ years,8,6+,3+,2,5+,5+,1,1,2,3,1,1,2+,0,0,0,1
241,M,BLACK,33-37,0,< HS Diploma,1,Violent/Non-Sex,3+ years,10+,6+,2,5+,5+,3,0,0,3+,4+,1,2,2+,1,0,0,1
242,M,WHITE,28-32,0,High School Diploma,0,Other,1-2 years,6,2,0,1,4,1,0,1,1,1,0,0,2+,0,0,1,1
243,M,BLACK,43-47,0,High School Diploma,3+,Violent/Non-Sex,3+ years,7,6+,3+,0,2,5+,0,1,2,4+,1,0,1,1,0,0,1
244,M,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,2,5+,0,1,3+,4+,0,3+,1,1,0,0,1
245,M,BLACK,33-37,1,< HS Diploma,0,Violent/Non-Sex,1-2 years,10+,6+,3+,3,3,5+,1,1,3+,4+,1,1,0,1,1,1,1
246,M,WHITE,28-32,0,Some College,3+,Property,3+ years,10+,2,0,5+,0,2,0,0,3+,1,0,3+,0,0,0,0,1
247,M,WHITE,43-47,0,High School Diploma,1,Drug,<1 year,10+,6+,2,5+,3,4,1,0,3+,3,1,3+,2+,1,1,0,1
248,M,WHITE,48 or older,0,< HS Diploma,2,Unknown,3+ years,5,5,0,5+,0,4,0,0,3+,1,0,3+,0,1,0,0,0
249,M,BLACK,43-47,0,Some College,1,Property,3+ years,10+,6+,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,0
250,F,WHITE,43-47,0,Some College,3+,Other,<1 year,6,6+,1,1,3,5+,0,0,0,4+,0,1,1,0,0,0,1
251,M,BLACK,38-42,1,High School Diploma,1,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,5+,1,1,3+,4+,1,2,0,1,1,0,1
252,M,BLACK,28-32,1,High School Diploma,2,Violent/Non-Sex,3+ years,3,3,1,2,0,2,0,0,1,2,1,2,0,1,0,1,1
253,M,WHITE,38-42,0,< HS Diploma,2,Unknown,1-2 years,6,6+,2,5+,0,4,1,0,3+,4+,1,3+,0,1,1,0,1
254,M,WHITE,48 or older,0,< HS Diploma,0,Drug,1-2 years,10+,6+,2,5+,1,5+,0,0,3+,4+,1,3+,1,1,0,0,1
255,M,WHITE,33-37,0,High School Diploma,1,Violent/Sex,1-2 years,6,6+,0,5+,0,5+,0,0,1,4+,0,3+,1,1,0,0,0
256,M,BLACK,33-37,0,High School Diploma,3+,Unknown,3+ years,9,5,2,1,5+,1,0,1,3+,4+,0,1,2+,0,0,0,0
257,M,WHITE,43-47,0,Some College,1,Other,1-2 years,10+,6+,0,4,5+,3,0,1,3+,4+,1,2,1,0,0,0,1
258,M,BLACK,33-37,0,High School Diploma,3+,Other,1-2 years,10+,2,0,5+,2,5+,0,1,2,4+,0,2,2+,1,0,1,0
259,M,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,<1 year,6,6+,2,2,4,1,1,0,2,4+,0,1,2+,0,0,0,1
260,F,BLACK,28-32,0,High School Diploma,0,Drug,1-2 years,7,2,0,2,2,3,0,1,1,2,0,2,2+,0,0,1,1
261,F,BLACK,43-47,0,High School Diploma,0,Property,3+ years,10+,5,0,5+,0,5+,0,0,3+,2,0,3+,0,1,0,0,1
262,F,WHITE,28-32,0,High School Diploma,0,Unknown,1-2 years,7,5,2,0,3,4,0,0,2,1,0,0,2+,1,0,0,1
263,M,WHITE,33-37,0,High School Diploma,3+,Property,1-2 years,10+,6+,3+,5+,0,5+,0,0,3+,2,1,3+,0,1,0,0,1
264,M,BLACK,48 or older,0,Some College,0,Property,3+ years,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,0,1,0,0,1
265,M,BLACK,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,10+,6+,3+,5+,1,4,0,0,3+,4+,1,3+,0,1,0,0,0
266,M,WHITE,43-47,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,5,6+,1,2,2,2,0,0,3+,3,1,1,0,0,0,0,1
267,M,BLACK,48 or older,1,High School Diploma,2,Property,<1 year,10+,5,0,5+,2,5+,0,0,3+,4+,0,3+,1,1,0,0,1
268,M,BLACK,33-37,0,< HS Diploma,0,Violent/Non-Sex,3+ years,3,0,1,0,0,1,0,0,2,1,1,0,0,1,0,0,1
269,M,WHITE,48 or older,0,High School Diploma,1,Property,1-2 years,8,6+,0,5+,1,3,0,0,2,4+,0,3+,0,1,0,0,1
270,M,WHITE,28-32,0,< HS Diploma,0,Property,<1 year,7,2,0,3,1,4,0,0,3+,4+,0,3+,1,1,0,0,1
271,M,WHITE,38-42,0,< HS Diploma,0,Drug,<1 year,10+,6+,0,4,4,5+,0,1,3+,3,0,3+,2+,1,0,1,1
272,M,WHITE,33-37,0,< HS Diploma,3+,Property,1-2 years,10+,6+,0,5+,2,5+,0,0,3+,2,0,3+,0,1,0,0,1
273,M,BLACK,28-32,1,High School Diploma,2,Drug,3+ years,7,6+,0,1,5+,5+,0,1,3+,3,0,1,2+,1,0,0,1
274,M,BLACK,28-32,0,High School Diploma,2,Unknown,1-2 years,6,6+,1,2,5+,3,0,0,1,2,0,1,2+,1,0,0,1
275,M,WHITE,43-47,0,< HS Diploma,0,Drug,<1 year,4,6+,0,1,3,3,0,0,1,4+,0,0,1,1,0,0,0
276,M,WHITE,28-32,0,High School Diploma,1,Violent/Sex,3+ years,4,3,1,0,0,2,0,0,2,3,1,1,0,0,0,0,1
277,M,BLACK,28-32,0,< HS Diploma,1,Property,3+ years,8,2,1,2,1,5+,1,0,2,2,1,3+,0,0,1,0,1
278,M,WHITE,38-42,1,High School Diploma,0,Property,3+ years,10+,1,0,5+,2,2,0,1,2,0,0,3+,0,0,0,0,1
279,M,BLACK,28-32,1,High School Diploma,3+,Property,1-2 years,10+,6+,2,5+,1,5+,0,0,1,1,0,1,1,0,0,0,1
280,M,BLACK,48 or older,0,High School Diploma,0,Property,1-2 years,10+,6+,0,5+,2,4,0,0,3+,3,0,3+,0,1,0,0,0
281,M,BLACK,43-47,0,Some College,3+,Drug,1-2 years,10+,6+,1,4,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0
282,M,BLACK,48 or older,0,High School Diploma,2,Drug,<1 year,9,4,2,2,3,3,0,0,3+,1,1,2,2+,1,0,0,1
283,M,WHITE,48 or older,0,High School Diploma,2,Property,3+ years,10+,6+,1,5+,2,5+,0,0,3+,4+,1,3+,1,1,0,0,1
284,F,WHITE,28-32,0,< HS Diploma,0,Other,1-2 years,5,3,1,0,2,5+,0,0,3+,2,0,0,2+,1,0,0,1
285,M,WHITE,33-37,1,< HS Diploma,1,Property,1-2 years,10+,5,0,3,2,5+,1,1,3+,2,0,2,1,1,1,0,1
286,M,BLACK,33-37,0,< HS Diploma,1,Other,<1 year,10+,6+,1,3,5+,5+,1,1,3+,2,0,2,2+,0,0,0,1
287,M,BLACK,48 or older,0,Some College,3+,Property,3+ years,3,6+,2,0,0,4,1,0,3+,4+,1,0,0,1,1,0,0
288,M,BLACK,33-37,0,High School Diploma,1,Unknown,1-2 years,10+,6+,1,1,5+,5+,0,0,1,2,0,0,2+,0,0,0,0
289,M,WHITE,28-32,1,High School Diploma,1,Other,1-2 years,6,3,1,1,0,4,0,1,1,1,1,1,0,0,0,1,1
290,M,BLACK,48 or older,0,High School Diploma,0,Property,<1 year,10+,6+,3+,5+,5+,5+,0,0,3+,4+,1,3+,1,0,0,0,1
291,M,BLACK,28-32,0,< HS Diploma,2,Drug,<1 year,6,4,0,1,3,4,0,0,2,2,0,1,2+,1,0,0,1
292,M,WHITE,38-42,0,< HS Diploma,1,Property,1-2 years,10+,6+,1,5+,1,5+,0,0,3+,4+,1,3+,0,1,0,0,1
293,M,WHITE,33-37,1,< HS Diploma,3+,Property,3+ years,5,5,1,5+,0,1,0,0,2,1,0,3+,0,0,1,0,1
294,M,BLACK,33-37,1,< HS Diploma,1,Other,<1 year,10+,6+,3+,2,3,5+,1,1,3+,4+,1,0,0,1,0,1,1
295,M,BLACK,28-32,0,Some College,2,Other,<1 year,7,3,0,1,5+,2,0,1,0,0,0,0,2+,0,0,1,0
296,M,WHITE,33-37,1,High School Diploma,0,Drug,<1 year,10+,5,1,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,1
297,M,WHITE,48 or older,0,High School Diploma,2,Other,1-2 years,10+,5,0,5+,0,5+,0,1,3+,2,0,3+,0,1,0,1,1
298,M,WHITE,43-47,1,High School Diploma,2,Drug,<1 year,10+,6+,3+,3,3,4,0,1,2,4+,1,1,2+,1,0,1,1
299,M,BLACK,28-32,1,High School Diploma,3+,Drug,<1 year,9,6+,3+,1,4,5+,1,0,2,4+,1,1,2+,0,1,0,1
300,M,BLACK,28-32,0,< HS Diploma,1,Property,1-2 years,10+,5,0,2,2,5+,0,0,3+,2,0,1,2+,1,0,0,1
301,M,BLACK,28-32,0,< HS Diploma,3+,Other,1-2 years,7,6+,3+,2,0,5+,1,0,2,4+,0,0,1,1,1,0,1
302,M,BLACK,43-47,0,Some College,3+,Property,<1 year,10+,6+,0,5+,4,5+,0,0,3+,4+,0,3+,1,1,0,0,1
303,M,BLACK,43-47,0,High School Diploma,0,Unknown,1-2 years,10+,6+,2,2,5+,3,0,0,3+,1,1,1,2+,1,0,0,0
304,M,WHITE,43-47,0,High School Diploma,0,Violent/Non-Sex,1-2 years,10+,1,1,5+,0,5+,0,0,3+,1,1,3+,0,1,0,0,1
305,M,BLACK,48 or older,0,Some College,0,Property,1-2 years,10+,6+,0,5+,0,5+,0,1,3+,4+,0,3+,0,1,0,0,1
306,M,BLACK,33-37,0,High School Diploma,1,Property,1-2 years,10+,6+,3+,5+,1,5+,0,1,3+,4+,1,3+,0,1,0,0,1
307,M,BLACK,28-32,0,High School Diploma,3+,Unknown,1-2 years,6,0,2,0,3,1,0,0,3+,1,1,0,2+,0,0,0,1
308,M,WHITE,38-42,0,High School Diploma,2,Property,<1 year,10+,6+,1,5+,2,5+,0,0,3+,4+,1,3+,2+,1,0,0,1
309,M,WHITE,33-37,0,Some College,0,Property,<1 year,3,6+,2,2,0,3,0,0,2,4+,1,1,0,1,1,0,1
310,M,WHITE,48 or older,0,High School Diploma,1,Property,3+ years,10+,6+,0,5+,1,5+,0,0,3+,3,0,3+,1,1,0,0,0
311,M,WHITE,43-47,0,High School Diploma,0,Drug,3+ years,10+,6+,2,5+,3,5+,0,0,3+,4+,0,3+,2+,1,0,0,0
312,M,BLACK,28-32,0,< HS Diploma,1,Unknown,1-2 years,6,4,1,2,2,4,0,0,2,2,1,0,2+,1,0,0,0
313,M,BLACK,33-37,0,< HS Diploma,3+,Property,1-2 years,10+,6+,3+,5+,1,5+,0,0,1,4+,1,1,0,0,0,0,1
314,M,BLACK,33-37,0,High School Diploma,0,Property,3+ years,10+,6+,2,5+,1,5+,1,0,3+,4+,1,3+,1,1,1,0,1
315,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Sex,3+ years,8,6+,1,2,4,3,0,0,2,3,0,0,1,1,0,0,1
316,M,BLACK,33-37,0,< HS Diploma,3+,Property,1-2 years,10+,6+,2,5+,0,4,0,1,1,4+,0,3+,0,1,0,0,1
317,M,WHITE,28-32,0,High School Diploma,3+,Other,<1 year,6,6+,1,3,3,2,0,1,2,1,0,1,2+,0,0,1,1
318,M,BLACK,48 or older,0,High School Diploma,3+,Violent/Non-Sex,<1 year,10+,6+,2,5+,1,5+,0,0,3+,4+,0,3+,1,1,0,0,1
319,M,WHITE,38-42,1,High School Diploma,1,Violent/Non-Sex,3+ years,10+,4,2,5+,1,5+,0,0,3+,2,1,3+,0,1,0,0,1
320,M,WHITE,33-37,1,Some College,0,Other,1-2 years,10+,6+,3+,2,5+,5+,0,1,3+,4+,1,1,2+,1,0,1,1
321,M,BLACK,28-32,0,< HS Diploma,0,Drug,1-2 years,4,4,0,1,2,3,0,1,2,1,0,1,2+,0,0,0,1
322,M,WHITE,43-47,0,< HS Diploma,0,Property,<1 year,9,6+,0,4,4,5+,0,0,3+,4+,0,3+,2+,1,0,0,1
323,M,WHITE,28-32,0,< HS Diploma,3+,Property,1-2 years,9,6+,3+,5+,1,5+,1,0,3+,1,1,2,0,1,0,0,1
324,M,WHITE,43-47,0,High School Diploma,2,Violent/Non-Sex,3+ years,7,4,1,2,5+,5+,0,1,3+,4+,0,2,2+,1,0,0,0
325,M,BLACK,33-37,0,< HS Diploma,0,Unknown,3+ years,7,1,2,1,2,2,0,0,2,0,1,0,1,0,0,1,1
326,F,WHITE,43-47,0,High School Diploma,0,Drug,1-2 years,10+,2,0,2,5+,3,0,1,1,3,0,0,2+,0,0,0,0
328,M,WHITE,28-32,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,6,5,2,1,1,3,0,1,2,4+,1,0,1,1,0,1,1
329,M,WHITE,43-47,0,< HS Diploma,1,Drug,3+ years,10+,5,0,5+,2,5+,0,1,3+,4+,1,3+,2+,1,0,1,1
330,M,WHITE,43-47,0,High School Diploma,2,Property,1-2 years,10+,6+,2,5+,1,5+,1,1,3+,4+,1,3+,1,1,1,0,1
331,M,BLACK,33-37,0,High School Diploma,1,Property,1-2 years,5,5,0,5+,0,3,0,0,2,1,0,3+,0,0,0,0,1
332,M,WHITE,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,3+,5+,4,4,0,1,2,4+,1,2,2+,1,0,0,0
333,M,WHITE,48 or older,0,High School Diploma,3+,Other,1-2 years,10+,6+,3+,4,4,5+,0,0,3+,2,0,3+,2+,0,0,0,0
334,M,WHITE,33-37,0,Some College,0,Drug,<1 year,5,4,0,2,4,2,0,0,3+,3,0,2,2+,0,0,0,0
335,M,WHITE,48 or older,0,High School Diploma,2,Drug,3+ years,10+,6+,2,4,3,4,0,1,3+,2,1,2,1,1,0,0,1
336,M,WHITE,38-42,0,High School Diploma,3+,Unknown,1-2 years,5,6+,0,0,5+,3,0,0,2,1,0,0,2+,1,0,0,1
337,M,WHITE,23-27,0,High School Diploma,1,Property,1-2 years,4,2,0,3,2,1,0,0,1,0,0,0,1,0,0,0,1
338,F,WHITE,43-47,0,< HS Diploma,0,Property,1-2 years,10+,6+,1,5+,1,5+,0,0,3+,2,1,3+,1,1,0,0,1
339,F,WHITE,33-37,0,High School Diploma,3+,Property,<1 year,10+,6+,3+,5+,1,5+,1,0,3+,4+,1,3+,1,1,0,0,0
340,M,BLACK,28-32,1,< HS Diploma,2,Violent/Non-Sex,1-2 years,4,6+,1,4,0,5+,1,0,2,2,0,3+,0,0,1,0,0
341,F,WHITE,43-47,0,Some College,2,Drug,<1 year,4,5,0,5+,1,1,0,0,1,2,0,2,2+,0,0,0,0
342,M,WHITE,43-47,0,< HS Diploma,0,Drug,<1 year,5,6+,0,0,4,5+,0,0,3+,4+,0,0,2+,1,0,0,0
343,M,WHITE,33-37,0,Some College,1,Property,3+ years,10+,3,0,5+,5+,3,0,0,1,2,0,2,2+,1,0,0,0
344,M,BLACK,38-42,0,High School Diploma,2,Other,<1 year,7,6+,3+,2,1,3,1,1,1,4+,1,1,0,0,0,0,1
345,M,BLACK,48 or older,0,< HS Diploma,3+,Drug,<1 year,4,3,0,3,2,3,0,0,1,3,0,2,2+,1,0,0,0
346,M,WHITE,33-37,0,High School Diploma,0,Other,1-2 years,4,6+,2,0,1,3,1,0,2,4+,1,0,2+,1,1,0,1
347,M,WHITE,38-42,0,< HS Diploma,0,Drug,1-2 years,8,6+,0,2,2,5+,0,0,2,4+,0,3+,1,0,0,0,0
348,M,WHITE,33-37,0,< HS Diploma,1,Property,1-2 years,4,5,0,1,0,5+,0,1,2,4+,1,2,0,1,0,0,1
349,M,WHITE,28-32,0,< HS Diploma,0,Property,<1 year,6,3,0,2,4,4,0,1,1,2,0,2,2+,1,0,1,1
350,F,WHITE,43-47,0,Some College,0,Unknown,1-2 years,10+,2,1,0,5+,5+,0,0,3+,3,0,0,2+,1,0,0,0
351,M,WHITE,28-32,0,High School Diploma,1,Drug,3+ years,7,6+,2,5+,3,5+,1,0,3+,4+,1,3+,2+,1,0,0,1
352,M,WHITE,48 or older,0,High School Diploma,3+,Other,1-2 years,10+,6+,1,3,5+,2,0,0,3+,4+,1,1,1,1,0,0,1
353,M,WHITE,33-37,0,< HS Diploma,3+,Other,<1 year,5,6+,3+,3,1,4,1,0,3+,4+,1,2,1,1,0,0,1
354,M,BLACK,33-37,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,5,6+,2,1,2,4,0,1,0,4+,1,3+,0,1,0,1,1
355,M,WHITE,48 or older,0,Some College,2,Unknown,3+ years,10+,1,0,5+,1,5+,0,0,3+,0,0,3+,0,0,0,0,1
356,M,WHITE,38-42,0,< HS Diploma,0,Drug,1-2 years,4,6+,2,1,1,5+,0,0,1,2,0,1,1,1,0,0,1
357,M,WHITE,33-37,0,< HS Diploma,0,Property,1-2 years,5,1,0,4,1,2,0,1,1,1,0,2,1,1,0,0,0
358,M,WHITE,43-47,0,High School Diploma,0,Property,3+ years,5,6+,0,1,3,5+,0,0,3+,4+,0,1,1,1,0,0,1
359,M,WHITE,43-47,0,High School Diploma,2,Unknown,1-2 years,10+,6+,1,5+,2,5+,0,0,3+,2,1,3+,0,1,1,0,1
360,F,WHITE,38-42,0,Some College,2,Unknown,<1 year,10+,6+,0,5+,2,4,0,0,3+,1,0,3+,2+,1,0,0,0
361,M,WHITE,33-37,0,High School Diploma,2,Other,3+ years,8,3,0,0,4,5+,0,1,2,2,0,0,2+,1,0,1,0
362,M,WHITE,43-47,0,< HS Diploma,3+,Drug,3+ years,8,5,0,3,3,5+,0,0,3+,3,0,1,2+,1,0,0,0
363,F,WHITE,33-37,0,High School Diploma,1,Drug,3+ years,9,6+,0,4,3,5+,0,0,2,4+,0,3+,1,1,0,0,1
364,M,BLACK,33-37,0,< HS Diploma,3+,Property,1-2 years,9,3,0,5+,0,2,0,0,2,2,0,3+,0,0,0,0,1
365,M,WHITE,38-42,0,< HS Diploma,0,Property,1-2 years,10+,6+,1,5+,2,5+,0,1,3+,2,1,3+,0,0,0,0,1
366,M,WHITE,33-37,0,Some College,0,Drug,<1 year,5,5,0,5+,2,1,0,0,1,4+,0,3+,1,0,0,0,1
367,M,BLACK,28-32,0,< HS Diploma,1,Other,<1 year,4,2,0,2,2,1,0,1,2,2,0,2,1,1,0,1,1
368,F,WHITE,43-47,0,< HS Diploma,3+,Unknown,<1 year,10+,3,1,5+,2,4,0,0,3+,3,0,3+,2+,1,0,0,1
